Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
India,Ongole,83,Moderate,1,Good,33,Good,0,Good,83,Moderate
United States of America,Owasso,53,Moderate,1,Good,27,Good,5,Good,53,Moderate
Colombia,Paipa,38,Good,1,Good,5,Good,4,Good,38,Good
,Pozzallo,65,Moderate,1,Good,19,Good,7,Good,65,Moderate
South Africa,Prieska,81,Moderate,2,Good,17,Good,2,Good,81,Moderate
Guatemala,Puerto Barrios,47,Good,1,Good,13,Good,1,Good,47,Good
Canada,Quesnel,23,Good,1,Good,23,Good,0,Good,14,Good
Ecuador,Quevedo,74,Moderate,3,Good,3,Good,7,Good,74,Moderate
Germany,Radevormwald,34,Good,0,Good,24,Good,2,Good,34,Good
Germany,Rahden,35,Good,0,Good,27,Good,2,Good,35,Good
Malaysia,Raub,74,Moderate,1,Good,35,Good,0,Good,74,Moderate
United States of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate
United States of America,Redmond,62,Moderate,2,Good,17,Good,15,Good,62,Moderate
Chile,Rengo,115,Unhealthy for Sensitive Groups,4,Good,1,Good,11,Good,115,Unhealthy for Sensitive Groups
Croatia,Rijeka,50,Good,1,Good,50,Good,0,Good,14,Good
Brazil,Rio Pomba,56,Moderate,1,Good,9,Good,3,Good,56,Moderate
Uruguay,Rocha,24,Good,0,Good,24,Good,0,Good,11,Good
United States of America,Rockford,59,Moderate,2,Good,20,Good,8,Good,59,Moderate
Germany,Rommerskirchen,30,Good,0,Good,25,Good,2,Good,30,Good
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good
Philippines,Roxas,45,Good,1,Good,27,Good,0,Good,45,Good
Russian Federation,Rybnoye,52,Moderate,1,Good,35,Good,2,Good,52,Moderate
Thailand,Sa Kaeo,46,Good,0,Good,29,Good,0,Good,46,Good
Philippines,Sagay,53,Moderate,1,Good,27,Good,0,Good,53,Moderate
Philippines,Sagay,53,Moderate,1,Good,27,Good,0,Good,53,Moderate
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good
Uruguay,Salto,23,Good,0,Good,23,Good,0,Good,9,Good
Germany,Salzgitter,37,Good,0,Good,30,Good,1,Good,37,Good
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate
Philippines,Samal,61,Moderate,1,Good,16,Good,0,Good,61,Moderate
Philippines,San Simon,54,Moderate,1,Good,27,Good,0,Good,54,Moderate
,Sandakan,48,Good,1,Good,19,Good,0,Good,48,Good
United States of America,West Jordan,56,Moderate,1,Good,6,Good,14,Good,56,Moderate
United States of America,West Valley City,52,Moderate,1,Good,7,Good,13,Good,52,Moderate
United States of America,Whitewater,72,Moderate,2,Good,9,Good,13,Good,72,Moderate
Australia,Wollongong,24,Good,0,Good,24,Good,2,Good,19,Good
Japan,Yachiyo,71,Moderate,1,Good,71,Moderate,2,Good,33,Good
Japan,Yachiyo,71,Moderate,1,Good,71,Moderate,2,Good,33,Good
Japan,Yuza,37,Good,1,Good,37,Good,0,Good,29,Good
Russian Federation,Zheleznovodsk,40,Good,1,Good,40,Good,1,Good,38,Good
Netherlands,Zoetermeer,34,Good,0,Good,34,Good,1,Good,28,Good
Turkey,Zonguldak,36,Good,1,Good,36,Good,0,Good,20,Good
Netherlands,Papendrecht,34,Good,0,Good,34,Good,1,Good,27,Good
Brazil,Parnarama,26,Good,0,Good,13,Good,0,Good,26,Good
Italy,Pellezzano,56,Moderate,1,Good,56,Moderate,1,Good,50,Good
United Kingdom of Great Britain and Northern Ireland,Perth,37,Good,1,Good,22,Good,7,Good,37,Good
United Kingdom of Great Britain and Northern Ireland,Perth,37,Good,1,Good,22,Good,7,Good,37,Good
Italy,Pescara,70,Moderate,1,Good,35,Good,5,Good,70,Moderate
South Africa,Pietermaritzburg,215,Very Unhealthy,13,Good,3,Good,13,Good,215,Very Unhealthy
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pilar,39,Good,1,Good,15,Good,2,Good,39,Good
Brazil,Pitangueiras,149,Unhealthy for Sensitive Groups,3,Good,4,Good,7,Good,149,Unhealthy for Sensitive Groups
,Ponta Delgada,21,Good,0,Good,21,Good,2,Good,12,Good
France,Pontivy,40,Good,1,Good,27,Good,3,Good,40,Good
United States of America,Port Arthur,29,Good,0,Good,24,Good,3,Good,29,Good
United States of America,Glen Ellyn,67,Moderate,2,Good,17,Good,17,Good,67,Moderate
United States of America,Glens Falls,64,Moderate,2,Good,17,Good,6,Good,64,Moderate
United States of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate
United States of America,Goshen,76,Moderate,2,Good,19,Good,11,Good,76,Moderate
Venezuela (Bolivarian Republic of),Guarenas,141,Unhealthy for Sensitive Groups,1,Good,16,Good,7,Good,141,Unhealthy for Sensitive Groups
Colombia,Guarne,101,Unhealthy for Sensitive Groups,3,Good,5,Good,8,Good,101,Unhealthy for Sensitive Groups
Guatemala,Guatemala City,79,Moderate,2,Good,7,Good,6,Good,79,Moderate
United Kingdom of Great Britain and Northern Ireland,Harrogate,32,Good,1,Good,32,Good,3,Good,15,Good
Germany,Hattersheim,71,Moderate,2,Good,36,Good,5,Good,71,Moderate
Sri Lanka,Hatton,52,Moderate,1,Good,22,Good,1,Good,52,Moderate
United States of America,Herrin,63,Moderate,2,Good,27,Good,13,Good,63,Moderate
United Kingdom of Great Britain and Northern Ireland,Hertford,32,Good,1,Good,32,Good,4,Good,23,Good
China,Heze,201,Very Unhealthy,5,Good,201,Very Unhealthy,4,Good,159,Unhealthy
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate
United States of America,Highland Park,89,Moderate,2,Good,17,Good,19,Good,89,Moderate
Germany,Ettenheim,67,Moderate,1,Good,27,Good,4,Good,67,Moderate
United States of America,Ewing,54,Moderate,2,Good,27,Good,10,Good,54,Moderate
Italy,Faenza,62,Moderate,1,Good,47,Good,2,Good,62,Moderate
Madagascar,Faratsiho,25,Good,0,Good,25,Good,0,Good,20,Good
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good
Madagascar,Fenoarivo,23,Good,1,Good,23,Good,0,Good,23,Good
United States of America,Fort Hunt,51,Moderate,1,Good,27,Good,9,Good,51,Moderate
United States of America,Pinewood,61,Moderate,1,Good,16,Good,13,Good,61,Moderate
Philippines,Pangil,51,Moderate,1,Good,26,Good,2,Good,51,Moderate
Pakistan,Pasrur,164,Unhealthy,3,Good,147,Unhealthy for Sensitive Groups,1,Good,164,Unhealthy
India,Pehowa,163,Unhealthy,3,Good,160,Unhealthy,1,Good,163,Unhealthy
Cuba,Artemisa,59,Moderate,1,Good,25,Good,2,Good,59,Moderate
Russian Federation,Arzamas,29,Good,1,Good,29,Good,0,Good,20,Good
Germany,Auerbach,29,Good,1,Good,28,Good,2,Good,29,Good
Germany,Auerbach,29,Good,1,Good,28,Good,2,Good,29,Good
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good
Peru,Ayacucho,12,Good,0,Good,8,Good,0,Good,12,Good
United Republic of Tanzania,Babati,35,Good,0,Good,16,Good,0,Good,35,Good
Germany,Bad Liebenwerda,32,Good,1,Good,32,Good,2,Good,29,Good
Germany,Bad Schwalbach,34,Good,1,Good,34,Good,2,Good,30,Good
India,Badvel,101,Unhealthy for Sensitive Groups,0,Good,33,Good,0,Good,101,Unhealthy for Sensitive Groups
United Republic of Tanzania,Bariadi,30,Good,0,Good,17,Good,0,Good,30,Good
Brazil,Barroso,65,Moderate,2,Good,0,Good,5,Good,65,Moderate
Russian Federation,Barysh,46,Good,0,Good,31,Good,0,Good,46,Good
Russian Federation,Bavly,29,Good,1,Good,29,Good,0,Good,23,Good
Turkey,Bayburt,69,Moderate,0,Good,39,Good,0,Good,69,Moderate
United States of America,Bellwood,82,Moderate,2,Good,9,Good,30,Good,82,Moderate
Angola,Benguela,92,Moderate,3,Good,12,Good,2,Good,92,Moderate
Philippines,Binalbagan,75,Moderate,1,Good,18,Good,0,Good,75,Moderate
United States of America,Bismarck,40,Good,1,Good,32,Good,2,Good,40,Good
Belgium,Bocholt,37,Good,1,Good,33,Good,3,Good,37,Good
Belgium,Bocholt,37,Good,1,Good,33,Good,3,Good,37,Good
Colombia,Bogota,75,Moderate,2,Good,4,Good,8,Good,75,Moderate
Ukraine,Bohodukhiv,54,Moderate,1,Good,40,Good,2,Good,54,Moderate
United States of America,Boone,36,Good,1,Good,36,Good,4,Good,36,Good
United States of America,Boone,36,Good,1,Good,36,Good,4,Good,36,Good
United Kingdom of Great Britain and Northern Ireland,Bootle,65,Moderate,0,Good,33,Good,0,Good,65,Moderate
United States of America,Borger,49,Good,1,Good,30,Good,1,Good,49,Good
United States of America,Borger,49,Good,1,Good,30,Good,1,Good,49,Good
United States of America,Brookings,41,Good,1,Good,41,Good,2,Good,23,Good
Belgium,Buggenhout,37,Good,1,Good,28,Good,3,Good,37,Good
Burundi,Bujumbura,90,Moderate,5,Good,17,Good,2,Good,90,Moderate
South Africa,Butterworth,72,Moderate,1,Good,26,Good,2,Good,72,Moderate
Brazil,Canarana,13,Good,0,Good,12,Good,0,Good,13,Good
United States of America,Canby,36,Good,1,Good,16,Good,10,Good,36,Good
Brazil,Canguaretama,34,Good,0,Good,19,Good,1,Good,34,Good
Brazil,Carauari,16,Good,1,Good,3,Good,0,Good,16,Good
Italy,Castano Primo,35,Good,1,Good,35,Good,1,Good,17,Good
Italy,Castellarano,57,Moderate,1,Good,38,Good,1,Good,57,Moderate
Italy,Castelnuovo Rangone,62,Moderate,1,Good,37,Good,2,Good,62,Moderate
United States of America,Cedar Grove,56,Moderate,1,Good,43,Good,5,Good,56,Moderate
United States of America,Sarasota,42,Good,1,Good,32,Good,8,Good,42,Good
Russian Federation,Sasovo,40,Good,1,Good,33,Good,0,Good,40,Good
Mexico,Saucillo,77,Moderate,1,Good,31,Good,0,Good,77,Moderate
Germany,Schwanewede,31,Good,0,Good,30,Good,1,Good,31,Good
United States of America,Scotts Valley,54,Moderate,1,Good,29,Good,9,Good,54,Moderate
Nigeria,Shagamu,217,Very Unhealthy,12,Good,14,Good,14,Good,217,Very Unhealthy
United Arab Emirates,Sharjah,169,Unhealthy,1,Good,169,Unhealthy,3,Good,156,Unhealthy
Japan,Shinshiro,47,Good,1,Good,47,Good,1,Good,22,Good
United States of America,Shirley,42,Good,1,Good,30,Good,9,Good,42,Good
United States of America,Shirley,42,Good,1,Good,30,Good,9,Good,42,Good
Madagascar,Soanierana Ivongo,24,Good,0,Good,24,Good,0,Good,11,Good
Japan,Abiko,39,Good,1,Good,39,Good,2,Good,39,Good
United Kingdom of Great Britain and Northern Ireland,Accrington,61,Moderate,0,Good,31,Good,1,Good,61,Moderate
Ghana,Aflao,77,Moderate,1,Good,23,Good,0,Good,77,Moderate
Italy,Afragola,42,Good,1,Good,42,Good,3,Good,21,Good
India,Ajaigarh,165,Unhealthy,1,Good,45,Good,0,Good,165,Unhealthy
Italy,Albignasego,47,Good,1,Good,30,Good,4,Good,47,Good
Spain,Ames,27,Good,0,Good,27,Good,1,Good,25,Good
Philippines,Angat,73,Moderate,1,Good,23,Good,1,Good,73,Moderate
France,Anglet,40,Good,0,Good,40,Good,0,Good,24,Good
United States of America,Anniston,42,Good,1,Good,31,Good,3,Good,42,Good
China,Anqing,201,Very Unhealthy,5,Good,201,Very Unhealthy,4,Good,154,Unhealthy
France,Arcueil,55,Moderate,1,Good,18,Good,6,Good,55,Moderate
Mexico,Sombrerete,29,Good,1,Good,16,Good,2,Good,29,Good
Brazil,Sousa,30,Good,0,Good,17,Good,0,Good,30,Good
United States of America,South Laurel,54,Moderate,1,Good,32,Good,5,Good,54,Moderate
United States of America,South Portland,49,Good,1,Good,49,Good,2,Good,38,Good
Switzerland,Spreitenbach,35,Good,1,Good,23,Good,2,Good,35,Good
Russian Federation,Strezhevoy,30,Good,1,Good,30,Good,0,Good,21,Good
Peru,Chilca,92,Moderate,2,Good,16,Good,5,Good,92,Moderate
India,Chincholi,120,Unhealthy for Sensitive Groups,0,Good,30,Good,0,Good,120,Unhealthy for Sensitive Groups
United States of America,Clawson,50,Good,1,Good,30,Good,7,Good,50,Good
United States of America,Cleburne,50,Good,1,Good,23,Good,3,Good,50,Good
United States of America,Cleveland Heights,42,Good,1,Good,32,Good,8,Good,42,Good
Poland,Sztum,41,Good,1,Good,34,Good,1,Good,41,Good
Ghana,Tamale,56,Moderate,1,Good,17,Good,0,Good,56,Moderate
,Tandag,38,Good,1,Good,19,Good,0,Good,38,Good
Morocco,Tangier,38,Good,1,Good,38,Good,2,Good,26,Good
Brazil,Taquaritinga,35,Good,1,Good,5,Good,2,Good,35,Good
France,Tarascon,45,Good,1,Good,32,Good,3,Good,45,Good
Ghana,Tarkwa,43,Good,0,Good,17,Good,0,Good,43,Good
Russian Federation,Tatarsk,37,Good,1,Good,37,Good,0,Good,27,Good
Japan,Tatebayashi,61,Moderate,1,Good,57,Moderate,2,Good,61,Moderate
Italy,Trepuzzi,45,Good,1,Good,45,Good,1,Good,32,Good
United States of America,Tucker,88,Moderate,3,Good,12,Good,26,Good,88,Moderate
United Republic of Tanzania,Tunduru,18,Good,0,Good,18,Good,0,Good,17,Good
Russian Federation,Ufa,40,Good,1,Good,40,Good,0,Good,36,Good
India,Unjha,165,Unhealthy,1,Good,29,Good,0,Good,165,Unhealthy
India,Usilampatti,43,Good,1,Good,29,Good,0,Good,43,Good
Russian Federation,Usman,36,Good,1,Good,36,Good,0,Good,34,Good
Russian Federation,Ussuriysk,56,Moderate,2,Good,35,Good,1,Good,56,Moderate
Japan,Uwajima,33,Good,0,Good,33,Good,0,Good,13,Good
Serbia,Valjevo,61,Moderate,1,Good,41,Good,0,Good,61,Moderate
Italy,Veroli,57,Moderate,1,Good,36,Good,2,Good,57,Moderate
France,Vienne,56,Moderate,1,Good,29,Good,2,Good,56,Moderate
France,Versailles,70,Moderate,2,Good,27,Good,6,Good,70,Moderate
France,Versailles,70,Moderate,2,Good,27,Good,6,Good,70,Moderate
United States of America,Acton,29,Good,1,Good,29,Good,4,Good,25,Good
United States of America,Acton,29,Good,1,Good,29,Good,4,Good,25,Good
India,Ajmer,176,Unhealthy,1,Good,36,Good,0,Good,176,Unhealthy
Cameroon,Akonolinga,66,Moderate,2,Good,23,Good,0,Good,66,Moderate
Italy,Alberobello,49,Good,1,Good,49,Good,2,Good,25,Good
Spain,Alginet,25,Good,1,Good,25,Good,1,Good,24,Good
India,Amroha,176,Unhealthy,3,Good,176,Unhealthy,1,Good,154,Unhealthy
Madagascar,Anjozorobe,22,Good,0,Good,22,Good,0,Good,17,Good
United States of America,Ann Arbor,48,Good,1,Good,31,Good,7,Good,48,Good
France,Annemasse,67,Moderate,1,Good,29,Good,1,Good,67,Moderate
China,Anshun,71,Moderate,4,Good,41,Good,4,Good,71,Moderate
United States of America,Ansonia,55,Moderate,2,Good,15,Good,20,Good,55,Moderate
Madagascar,Antanifotsy,23,Good,0,Good,21,Good,0,Good,23,Good
Madagascar,Antanifotsy,23,Good,0,Good,21,Good,0,Good,23,Good
France,Apt,57,Moderate,1,Good,39,Good,3,Good,57,Moderate
Brazil,Apucarana,51,Moderate,1,Good,13,Good,1,Good,51,Moderate
Brazil,Ariquemes,42,Good,2,Good,1,Good,2,Good,42,Good
Russian Federation,Arkhangelsk,28,Good,1,Good,28,Good,1,Good,14,Good
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate
United States of America,Arlington,64,Moderate,1,Good,19,Good,5,Good,64,Moderate
Italy,Aversa,35,Good,2,Good,35,Good,6,Good,35,Good
Paraguay,Ayolas,14,Good,1,Good,12,Good,0,Good,14,Good
Germany,Bad Krozingen,76,Moderate,2,Good,20,Good,6,Good,76,Moderate
Italy,Bagnara Calabra,67,Moderate,1,Good,39,Good,2,Good,67,Moderate
Netherlands,Terneuzen,38,Good,1,Good,32,Good,3,Good,38,Good
India,Tezpur,51,Moderate,2,Good,28,Good,1,Good,51,Moderate
China,Tieling,136,Unhealthy for Sensitive Groups,3,Good,136,Unhealthy for Sensitive Groups,3,Good,104,Unhealthy for Sensitive Groups
India,Tirur,71,Moderate,0,Good,24,Good,0,Good,71,Moderate
Philippines,Tiwi,62,Moderate,1,Good,23,Good,0,Good,62,Moderate
Japan,Tochigi,41,Good,1,Good,41,Good,2,Good,34,Good
Japan,Tomigusuku,119,Unhealthy for Sensitive Groups,2,Good,119,Unhealthy for Sensitive Groups,0,Good,76,Moderate
Turkey,Tosya,40,Good,1,Good,40,Good,0,Good,10,Good
,Tual,18,Good,0,Good,18,Good,0,Good,15,Good
Romania,Tulcea,40,Good,1,Good,40,Good,0,Good,32,Good
India,Umreth,154,Unhealthy,1,Good,37,Good,0,Good,154,Unhealthy
India,Umreth,154,Unhealthy,1,Good,37,Good,0,Good,154,Unhealthy
Brazil,Una,18,Good,0,Good,14,Good,0,Good,18,Good
Brazil,Una,18,Good,0,Good,14,Good,0,Good,18,Good
Brazil,Uruburetama,40,Good,0,Good,17,Good,1,Good,40,Good
Russian Federation,Urzhum,33,Good,1,Good,33,Good,0,Good,28,Good
Netherlands,Veghel,37,Good,0,Good,31,Good,2,Good,37,Good
Ecuador,Velasco Ibarra,66,Moderate,2,Good,9,Good,6,Good,66,Moderate
France,Vertou,32,Good,1,Good,26,Good,2,Good,32,Good
United States of America,Sunrise,80,Moderate,2,Good,12,Good,13,Good,80,Moderate
United States of America,Sussex,56,Moderate,2,Good,24,Good,15,Good,56,Moderate
Russian Federation,Suzdal,43,Good,1,Good,24,Good,7,Good,43,Good
United Kingdom of Great Britain and Northern Ireland,Swadlincote,48,Good,0,Good,30,Good,3,Good,48,Good
Australia,Sydney,42,Good,0,Good,15,Good,14,Good,42,Good
Pakistan,Tank,170,Unhealthy,2,Good,83,Moderate,0,Good,170,Unhealthy
,Taranto,47,Good,1,Good,47,Good,3,Good,46,Good
Uzbekistan,Tashkent,86,Moderate,1,Good,71,Moderate,3,Good,86,Moderate
Argentina,Villa Carlos Paz,60,Moderate,1,Good,7,Good,11,Good,60,Moderate
South Africa,Vryburg,103,Unhealthy for Sensitive Groups,4,Good,22,Good,2,Good,103,Unhealthy for Sensitive Groups
Myanmar,Wakema,56,Moderate,0,Good,22,Good,0,Good,56,Moderate
Thailand,Wang Saphung,43,Good,0,Good,23,Good,0,Good,43,Good
United States of America,Ware,28,Good,1,Good,28,Good,4,Good,25,Good
United States of America,Ware,28,Good,1,Good,28,Good,4,Good,25,Good
Germany,Wassenberg,40,Good,1,Good,26,Good,3,Good,40,Good
United States of America,Weslaco,148,Unhealthy for Sensitive Groups,3,Good,15,Good,7,Good,148,Unhealthy for Sensitive Groups
United States of America,West Haven,54,Moderate,2,Good,16,Good,19,Good,54,Moderate
United States of America,West Haven,54,Moderate,2,Good,16,Good,19,Good,54,Moderate
United States of America,West Linn,50,Good,1,Good,20,Good,11,Good,50,Good
Germany,Westerstede,36,Good,0,Good,36,Good,0,Good,34,Good
United Kingdom of Great Britain and Northern Ireland,Whitehaven,29,Good,1,Good,29,Good,2,Good,26,Good
United Kingdom of Great Britain and Northern Ireland,Wigan,33,Good,1,Good,30,Good,3,Good,33,Good
South Africa,Witbank,156,Unhealthy,3,Good,11,Good,14,Good,156,Unhealthy
Germany,Wittingen,36,Good,0,Good,34,Good,1,Good,36,Good
Belgium,Wommelgem,40,Good,1,Good,29,Good,3,Good,40,Good
United States of America,Worth,57,Moderate,2,Good,31,Good,12,Good,57,Moderate
United States of America,Worth,57,Moderate,2,Good,31,Good,12,Good,57,Moderate
Thailand,Yang Talat,46,Good,0,Good,29,Good,0,Good,46,Good
Japan,Yonago,44,Good,1,Good,44,Good,0,Good,34,Good
Bosnia and Herzegovina,Zenica,50,Good,1,Good,31,Good,0,Good,50,Good
Romania,Zimnicea,51,Moderate,1,Good,35,Good,2,Good,51,Moderate
United States of America,Powder Springs,82,Moderate,3,Good,11,Good,29,Good,82,Moderate
Malta,Qormi,55,Moderate,1,Good,49,Good,1,Good,55,Moderate
United States of America,Radford,72,Moderate,3,Good,2,Good,13,Good,72,Moderate
France,Limay,63,Moderate,1,Good,28,Good,4,Good,63,Moderate
France,Limay,63,Moderate,1,Good,28,Good,4,Good,63,Moderate
United Kingdom of Great Britain and Northern Ireland,Linlithgow,27,Good,1,Good,27,Good,2,Good,18,Good
Canada,Lloydminster,38,Good,1,Good,33,Good,1,Good,38,Good
Canada,Lloydminster,38,Good,1,Good,33,Good,1,Good,38,Good
Netherlands,Lochem,46,Good,1,Good,20,Good,7,Good,46,Good
Thailand,Lop Buri,47,Good,1,Good,28,Good,0,Good,47,Good
United Kingdom of Great Britain and Northern Ireland,Loughborough,36,Good,1,Good,36,Good,3,Good,16,Good
China,Luzhou,155,Unhealthy,2,Good,44,Good,6,Good,155,Unhealthy
China,Luzhou,155,Unhealthy,2,Good,44,Good,6,Good,155,Unhealthy
Venezuela (Bolivarian Republic of),Machiques,150,Unhealthy,2,Good,14,Good,4,Good,150,Unhealthy
Russian Federation,Malgobek,68,Moderate,1,Good,46,Good,0,Good,68,Moderate
Kenya,Malindi,47,Good,0,Good,25,Good,0,Good,47,Good
Italy,Malo,63,Moderate,1,Good,36,Good,2,Good,63,Moderate
United States of America,Mandeville,43,Good,2,Good,40,Good,6,Good,43,Good
United States of America,Mandeville,43,Good,2,Good,40,Good,6,Good,43,Good
Malawi,Mangochi,70,Moderate,2,Good,25,Good,0,Good,70,Moderate
China,Manzhouli,38,Good,1,Good,38,Good,0,Good,38,Good
Philippines,Maragondon,30,Good,1,Good,27,Good,1,Good,30,Good
United States of America,Marana,69,Moderate,1,Good,16,Good,8,Good,69,Moderate
Brazil,Marco,25,Good,0,Good,13,Good,1,Good,25,Good
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate
United States of America,Shiloh,53,Moderate,2,Good,33,Good,10,Good,53,Moderate
Peru,Sicuani,12,Good,0,Good,9,Good,1,Good,12,Good
Brazil,Silvania,61,Moderate,1,Good,3,Good,4,Good,61,Moderate
Indonesia,Singaraja,48,Good,1,Good,30,Good,0,Good,48,Good
Portugal,Sintra,31,Good,1,Good,31,Good,5,Good,25,Good
Turkey,Siverek,57,Moderate,1,Good,44,Good,0,Good,57,Moderate
United Kingdom of Great Britain and Northern Ireland,Skelmersdale,35,Good,1,Good,35,Good,3,Good,19,Good
Netherlands,Sliedrecht,39,Good,1,Good,31,Good,5,Good,39,Good
Germany,Ravensburg,54,Moderate,1,Good,33,Good,3,Good,54,Moderate
Ukraine,Rivne,35,Good,1,Good,32,Good,1,Good,35,Good
United States of America,Rockledge,60,Moderate,1,Good,23,Good,8,Good,60,Moderate
United States of America,Goldsboro,47,Good,1,Good,47,Good,1,Good,39,Good
Mauritius,Grand Baie,61,Moderate,1,Good,27,Good,0,Good,61,Moderate
United States of America,Green River,24,Good,1,Good,21,Good,2,Good,24,Good
Ireland,Greystones,41,Good,1,Good,41,Good,0,Good,31,Good
United States of America,Grosse Pointe Park,57,Moderate,1,Good,35,Good,1,Good,57,Moderate
Italy,Grumo Nevano,72,Moderate,1,Good,72,Moderate,0,Good,57,Moderate
Romania,Gura Humorului,56,Moderate,1,Good,42,Good,0,Good,56,Moderate
India,Gurgaon,191,Unhealthy,7,Good,46,Good,20,Good,191,Unhealthy
Armenia,Gyumri,75,Moderate,1,Good,39,Good,0,Good,75,Moderate
United States of America,Hasbrouck Heights,53,Moderate,1,Good,40,Good,4,Good,53,Moderate
United States of America,Hattiesburg,48,Good,1,Good,46,Good,1,Good,48,Good
United States of America,Hilton Head Island,97,Moderate,2,Good,97,Moderate,2,Good,41,Good
United States of America,Hingham,42,Good,1,Good,37,Good,2,Good,42,Good
Japan,Hirado,50,Good,1,Good,50,Good,2,Good,50,Good
Denmark,Holstebro,44,Good,1,Good,44,Good,0,Good,14,Good
Czechia,Hranice,72,Moderate,1,Good,45,Good,0,Good,72,Moderate
Belgium,Ieper,38,Good,1,Good,37,Good,1,Good,38,Good
Nigeria,Igboho,66,Moderate,1,Good,37,Good,0,Good,66,Moderate
Japan,Ishioka,62,Moderate,1,Good,25,Good,9,Good,62,Moderate
France,Istres,48,Good,1,Good,48,Good,2,Good,38,Good
Brazil,Itupeva,26,Good,0,Good,25,Good,0,Good,26,Good
United Republic of Tanzania,Kakonko,31,Good,1,Good,25,Good,0,Good,31,Good
Russian Federation,Kalachinsk,28,Good,1,Good,28,Good,1,Good,24,Good
Democratic Republic of the Congo,Kalemie,93,Moderate,2,Good,29,Good,1,Good,93,Moderate
India,Kalinagar,150,Unhealthy,3,Good,25,Good,6,Good,150,Unhealthy
India,Kalinagar,150,Unhealthy,3,Good,25,Good,6,Good,150,Unhealthy
Democratic Republic of the Congo,Kamina,86,Moderate,2,Good,43,Good,1,Good,86,Moderate
United States of America,Kansas City,54,Moderate,1,Good,46,Good,2,Good,54,Moderate
United States of America,Kansas City,54,Moderate,1,Good,46,Good,2,Good,54,Moderate
Poland,Karczew,41,Good,1,Good,41,Good,1,Good,32,Good
Russian Federation,Kasumkent,67,Moderate,1,Good,32,Good,0,Good,67,Moderate
Uganda,Kayunga,113,Unhealthy for Sensitive Groups,3,Good,14,Good,1,Good,113,Unhealthy for Sensitive Groups
Austria,Telfs,51,Moderate,1,Good,47,Good,0,Good,51,Moderate
Russian Federation,Terek,41,Good,1,Good,41,Good,2,Good,34,Good
Thailand,Thoen,39,Good,1,Good,9,Good,1,Good,39,Good
Italy,Tolmezzo,68,Moderate,1,Good,40,Good,0,Good,68,Moderate
India,Tonk,191,Unhealthy,3,Good,36,Good,7,Good,191,Unhealthy
Mexico,Trancoso,31,Good,0,Good,28,Good,0,Good,31,Good
Philippines,Tuba,55,Moderate,1,Good,25,Good,5,Good,55,Moderate
United Republic of Tanzania,Tunduma,22,Good,0,Good,22,Good,0,Good,19,Good
South Africa,Tzaneen,55,Moderate,1,Good,26,Good,1,Good,55,Moderate
France,Valenciennes,54,Moderate,1,Good,41,Good,1,Good,54,Moderate
Ukraine,Valky,44,Good,1,Good,44,Good,0,Good,29,Good
Italy,Vasto,69,Moderate,1,Good,52,Moderate,0,Good,69,Moderate
Italy,Vercelli,82,Moderate,1,Good,71,Moderate,0,Good,82,Moderate
France,Verdun,69,Moderate,1,Good,50,Good,0,Good,69,Moderate
